created_at,queue,priority,first_response_minutes,resolved,satisfaction
2024-07-21,Technical,low,48,true,5
2025-04-06,Onboarding,normal,113,false,
2025-05-16,Account,normal,22,true,5
2024-11-29,Technical,high,17,true,5
2025-12-12,Billing,low,72,false,
2024-04-12,Onboarding,normal,43,true,5
2025-04-23,Technical,urgent,9,true,5
2024-08-09,Billing,urgent,7,false,
2025-05-18,Technical,normal,37,false,
2024-07-19,Technical,urgent,16,true,5
2024-07-01,Billing,normal,86,true,4
2024-10-12,Onboarding,urgent,15,false,
2024-08-27,Onboarding,normal,102,true,4
2024-08-28,Technical,high,11,true,5
2025-05-25,Account,normal,79,true,4
2025-12-24,Account,low,50,true,5
2024-02-09,Account,high,6,true,5
2024-04-04,Billing,normal,117,true,4
2025-08-30,Onboarding,urgent,18,true,5
2024-05-28,Onboarding,low,57,false,
2025-12-19,Technical,low,36,true,5
2024-10-23,Account,normal,36,true,5
2025-09-01,Onboarding,low,58,true,5
2024-10-22,Account,urgent,17,true,5
2024-03-21,Onboarding,urgent,12,true,5
2024-10-12,Billing,low,116,true,4
2025-11-02,Onboarding,urgent,13,true,5
2025-05-31,Onboarding,urgent,3,true,5
2025-12-13,Billing,normal,88,false,
2025-08-15,Account,high,5,true,5
2025-09-22,Technical,urgent,18,true,5
2024-11-04,Billing,normal,106,true,4
2025-06-13,Onboarding,low,71,true,4
2024-01-19,Technical,high,3,true,5
2025-02-19,Billing,low,55,true,5
2025-11-03,Billing,urgent,13,true,5
2025-01-15,Technical,urgent,3,true,5
2025-09-14,Account,normal,87,false,
2024-02-14,Account,normal,103,true,4
2025-03-11,Onboarding,urgent,17,true,5
2025-04-15,Billing,low,15,false,
2024-08-30,Billing,urgent,12,true,5
2024-06-06,Billing,low,110,true,4
2024-02-01,Account,urgent,21,true,5
2025-01-29,Technical,normal,112,true,4
2025-06-04,Onboarding,urgent,11,true,5
2024-10-25,Technical,low,98,true,4
2024-08-15,Technical,high,17,true,5
2024-01-20,Billing,normal,83,true,4
2025-04-21,Account,urgent,3,true,5
2025-08-13,Technical,normal,46,false,
2024-02-23,Onboarding,urgent,8,true,5
2024-12-11,Account,normal,118,true,3
2025-10-29,Onboarding,urgent,14,true,5
2025-05-30,Onboarding,urgent,13,true,5
2024-04-21,Technical,low,90,true,4
2025-12-05,Account,normal,57,true,4
2024-10-17,Technical,normal,30,true,5
2024-07-01,Technical,low,104,true,4
2025-11-12,Technical,high,11,true,5
2024-01-08,Onboarding,urgent,17,true,5
2025-02-28,Onboarding,urgent,6,true,5
2025-05-07,Account,urgent,12,true,5
2024-12-05,Billing,high,17,true,5
2025-09-15,Technical,normal,90,false,
2024-04-21,Onboarding,low,119,false,
2025-02-25,Account,normal,70,true,4
2024-12-23,Billing,urgent,16,false,
2024-08-13,Billing,urgent,18,true,5
2025-05-26,Billing,normal,84,true,4
2024-04-30,Onboarding,low,75,true,4
2025-01-01,Onboarding,low,35,true,5
2025-09-19,Technical,high,4,false,
2024-06-13,Billing,urgent,16,true,5
2025-09-06,Billing,low,63,true,4
2025-02-13,Account,low,34,true,5
2025-06-08,Account,high,19,true,5
2024-07-22,Account,low,95,true,4
2025-05-07,Billing,urgent,4,false,
2024-09-03,Billing,low,78,true,5
2025-04-22,Billing,normal,114,true,4
2025-07-31,Technical,urgent,7,true,5
2025-05-30,Account,normal,112,true,3
2025-12-26,Technical,low,119,true,3
2025-09-08,Onboarding,normal,83,false,
2025-07-06,Billing,urgent,14,true,5
2024-12-10,Account,urgent,14,true,5
2025-07-09,Billing,normal,109,false,
2025-09-06,Technical,high,6,true,5
2024-11-21,Onboarding,low,70,true,5
2025-01-10,Technical,high,15,true,5
2025-03-20,Billing,low,121,true,3
2024-01-09,Technical,low,101,true,3
2024-07-20,Onboarding,high,8,true,5
2025-08-13,Technical,urgent,6,true,5
2025-08-20,Onboarding,low,74,false,
2024-01-01,Onboarding,normal,17,false,
2025-08-29,Account,low,98,true,4
2024-03-26,Onboarding,urgent,4,true,5
2024-06-10,Technical,normal,44,true,4
2025-08-20,Account,urgent,4,true,5
2025-12-05,Billing,urgent,21,true,5
2024-03-01,Technical,normal,114,true,4
2024-12-05,Account,high,10,true,5
2024-12-19,Billing,high,12,true,5
2024-06-20,Billing,normal,114,true,3
2025-11-11,Technical,urgent,12,true,5
2025-08-13,Onboarding,low,31,true,5
2024-09-03,Billing,normal,70,true,4
2024-01-21,Account,high,3,false,
2025-02-17,Account,low,71,true,5
2024-06-20,Account,urgent,18,false,
2024-06-01,Onboarding,low,32,true,5
2025-04-02,Account,high,14,true,5
2024-05-05,Onboarding,high,6,true,5
2025-08-13,Billing,low,111,true,4
2024-03-16,Account,normal,17,true,5
2024-04-25,Billing,low,113,false,
2024-09-18,Account,high,14,true,5
2024-07-17,Billing,urgent,19,true,5
2025-08-21,Technical,high,19,true,5
2024-05-27,Billing,low,101,false,
2024-09-22,Billing,high,16,true,5
2025-11-04,Account,urgent,5,true,5
2025-07-26,Technical,normal,116,true,4
2025-08-29,Onboarding,normal,113,true,3
2025-09-02,Technical,low,21,true,5
2024-06-19,Technical,normal,25,true,5
2025-09-10,Technical,normal,80,true,4
2025-10-14,Billing,low,58,false,
2024-07-07,Onboarding,low,75,true,5
2024-11-16,Onboarding,normal,35,true,5
2025-03-13,Account,low,121,true,3
2025-02-23,Onboarding,normal,111,true,4
2024-11-21,Account,normal,92,true,4
2024-02-05,Account,normal,117,true,4
2025-06-07,Account,low,94,true,4
2025-02-03,Account,urgent,15,true,5
2024-12-04,Billing,normal,89,false,
2025-12-16,Technical,high,15,true,5
2024-11-24,Technical,high,12,true,5
2025-01-31,Billing,normal,44,false,
2024-02-22,Onboarding,normal,60,true,5
2025-02-10,Account,urgent,19,true,5
2024-07-18,Billing,low,35,true,5
2024-04-29,Billing,low,36,true,4
2024-09-30,Onboarding,normal,28,true,5
2025-03-01,Technical,low,38,true,5
2024-12-28,Technical,low,54,true,5
2025-12-05,Billing,high,14,true,5
2025-08-31,Account,urgent,17,true,5
2025-03-04,Account,low,57,true,4
2025-12-24,Billing,normal,82,true,4
2024-10-24,Onboarding,high,6,true,5
2025-07-24,Account,low,82,true,4
2024-12-08,Account,low,114,true,4
2024-01-18,Billing,low,96,true,3
2024-05-07,Billing,high,8,true,5
2024-08-21,Billing,high,12,true,5
2025-04-19,Account,low,87,true,4
2025-02-06,Onboarding,urgent,17,true,5
2025-09-22,Account,normal,105,true,4
2024-11-12,Billing,low,76,false,
2024-01-15,Technical,normal,82,true,4
2025-05-18,Billing,normal,52,true,5
2025-08-23,Technical,urgent,12,false,
2025-04-02,Billing,high,5,true,5
2025-12-29,Billing,low,101,false,
2024-01-17,Technical,high,20,true,5
2024-06-27,Technical,low,50,false,
2025-06-15,Technical,normal,34,true,5
2024-03-17,Technical,urgent,19,true,5
2024-11-23,Account,urgent,16,true,5
2024-03-25,Onboarding,urgent,5,true,5
2025-04-12,Account,high,13,true,5
2025-09-21,Account,urgent,15,true,5
2024-07-27,Billing,low,23,true,5
2024-08-20,Technical,normal,101,true,4
2024-07-06,Billing,high,3,true,5
2024-09-04,Technical,urgent,13,true,5
2024-07-09,Account,high,11,true,5
2024-08-26,Billing,normal,47,false,
2024-10-22,Billing,high,8,true,5
2025-08-31,Account,low,42,true,5
2024-04-02,Account,urgent,16,true,5
2025-01-22,Billing,low,104,true,4
2024-01-13,Account,high,18,true,5
2024-08-27,Onboarding,high,22,true,5
2024-03-09,Billing,high,14,true,5
2025-08-16,Onboarding,urgent,16,true,5
2025-04-10,Account,low,65,true,5
2025-03-03,Billing,urgent,7,true,5
2025-01-26,Account,high,4,true,5
2025-08-13,Billing,low,121,false,
2024-11-28,Technical,urgent,10,true,5
2025-11-10,Account,low,40,true,4
2024-11-11,Onboarding,high,21,true,5
2024-01-04,Onboarding,low,115,false,
2024-09-26,Technical,low,106,true,4
2025-01-01,Technical,urgent,10,true,5
2024-06-22,Onboarding,urgent,4,true,5
2024-05-05,Onboarding,urgent,13,true,5
2024-05-26,Billing,low,110,true,4
2024-04-20,Technical,urgent,11,true,5
2024-11-11,Billing,low,94,true,4
2024-10-29,Billing,low,58,true,5
2024-03-21,Billing,low,120,true,4
2025-08-05,Account,high,17,true,5
2025-08-07,Technical,high,6,true,5
2025-06-20,Onboarding,urgent,20,false,
2024-04-17,Onboarding,normal,78,true,4
2025-04-05,Account,high,8,true,5
2025-04-24,Billing,low,20,true,5
2025-10-19,Billing,low,94,true,4
2024-08-31,Onboarding,urgent,11,true,5
2024-10-03,Billing,high,17,true,5
2025-05-10,Onboarding,normal,80,false,
2024-02-27,Billing,low,54,true,5
2024-01-23,Account,normal,108,true,4
2025-12-23,Technical,normal,22,false,
2024-11-28,Technical,high,8,true,5
2024-04-04,Account,high,16,true,5
2024-02-06,Account,urgent,11,true,5
2025-11-21,Billing,high,3,true,5
2024-10-08,Technical,low,111,true,3
2025-03-03,Technical,low,82,true,4
2024-01-17,Onboarding,low,100,true,4
2025-10-11,Billing,high,13,true,5
2024-05-17,Technical,low,36,false,
2025-02-17,Billing,high,12,true,5
2024-06-12,Billing,urgent,14,true,5
2024-08-26,Billing,normal,67,true,5
2025-10-05,Technical,urgent,20,true,5
2025-09-03,Account,urgent,8,true,5
2024-10-06,Account,low,108,false,
2024-02-18,Onboarding,urgent,10,true,5
2024-04-07,Billing,low,27,true,5
2025-10-31,Billing,normal,56,false,
2024-09-28,Technical,urgent,4,true,5
2024-03-16,Technical,normal,24,true,5
2025-03-29,Technical,high,4,true,5
2024-08-16,Billing,normal,66,true,4
2024-10-15,Onboarding,normal,116,true,4
2025-09-07,Account,high,10,true,5
2025-09-27,Account,high,18,true,5
2025-03-29,Billing,urgent,11,true,5
2025-05-18,Billing,low,100,true,4
2024-03-11,Account,normal,49,true,4
2025-09-21,Billing,urgent,20,true,5
2024-07-01,Onboarding,normal,21,true,5
2024-06-30,Billing,high,8,true,5
2025-01-16,Billing,urgent,20,true,5
2025-10-23,Account,low,42,false,
2025-10-02,Billing,normal,111,true,3
2024-09-17,Billing,normal,56,false,
2024-04-23,Account,high,16,true,5
2025-03-14,Billing,normal,109,false,
2025-07-31,Account,urgent,12,true,5
2024-05-08,Billing,urgent,5,true,5
2024-09-06,Account,low,51,false,
2025-03-07,Billing,high,8,true,5
2024-02-25,Account,low,48,true,5
2025-09-18,Account,urgent,16,true,5
2025-06-28,Account,urgent,8,true,5
2025-07-02,Account,urgent,9,true,5
2024-09-11,Account,normal,63,true,4
2024-08-03,Account,low,19,true,5
2024-01-03,Onboarding,normal,84,true,4
2025-03-15,Billing,normal,116,true,3
2024-08-19,Account,urgent,18,true,5
2025-08-10,Account,low,27,true,5
2024-07-25,Account,low,120,true,4
2024-02-05,Onboarding,high,6,true,5
2024-01-05,Technical,urgent,11,true,5
2025-06-01,Onboarding,low,63,false,
2025-07-29,Account,normal,35,true,5
2025-08-30,Billing,high,8,true,5
2024-10-16,Onboarding,normal,59,true,4
2024-11-15,Billing,urgent,5,true,5
2024-07-22,Technical,urgent,18,true,5
2024-03-15,Onboarding,urgent,3,true,5
2025-10-10,Account,low,87,true,4
2025-04-06,Account,high,9,true,5
2024-11-14,Billing,high,12,true,5
2025-01-21,Billing,low,109,true,4
2024-03-28,Account,normal,117,true,4
2025-10-17,Billing,normal,62,true,5
2025-09-05,Billing,high,13,true,5
2024-05-22,Billing,high,15,true,5
2025-02-05,Account,urgent,4,true,5
2025-05-07,Onboarding,normal,49,false,
2025-04-05,Billing,low,58,true,4
2025-09-25,Account,high,12,true,5
2025-07-29,Billing,normal,17,true,5
2024-01-23,Billing,low,34,true,5
2024-09-10,Onboarding,low,89,true,4
2024-08-20,Onboarding,low,30,true,5
2025-09-10,Billing,urgent,13,true,5
2025-09-03,Account,normal,101,false,
2024-04-15,Technical,low,110,true,4
2025-01-01,Account,urgent,15,true,5
2024-12-29,Onboarding,normal,20,true,5
2024-09-09,Technical,low,16,true,5
2025-05-22,Billing,normal,69,true,4
2025-01-19,Billing,urgent,12,true,5
2024-03-03,Onboarding,high,10,true,5
2025-07-08,Account,urgent,12,false,
2024-03-15,Technical,low,74,true,5
2024-10-15,Technical,normal,46,true,5
2024-11-13,Billing,urgent,11,true,5
2024-04-28,Onboarding,normal,37,true,5
2024-07-29,Billing,urgent,11,true,5
2024-01-13,Onboarding,normal,36,false,
2024-12-21,Technical,high,20,true,5
2025-02-22,Technical,high,14,true,5
2025-06-15,Billing,low,119,true,3
2024-08-28,Billing,urgent,13,true,5
2024-10-12,Technical,normal,62,true,4
2024-08-16,Billing,normal,21,false,
2025-09-14,Onboarding,low,116,true,4
2025-01-15,Account,urgent,8,true,5
2024-09-05,Account,normal,108,true,3
2024-05-09,Billing,low,59,true,4
2024-02-07,Billing,normal,40,true,5
2025-09-20,Onboarding,low,118,true,3
2024-05-29,Billing,low,81,true,4
2024-03-11,Technical,low,76,true,5
2025-09-01,Billing,normal,14,false,
2025-12-24,Onboarding,low,74,true,4
2025-03-14,Technical,low,51,true,4
2025-12-02,Technical,high,15,true,5
2024-04-25,Onboarding,high,19,true,5
2024-11-09,Account,low,56,true,5
2025-04-16,Billing,high,18,true,5
2024-02-29,Account,normal,98,false,
2025-05-29,Billing,urgent,5,true,5
2025-06-01,Onboarding,urgent,20,true,5
2025-12-09,Account,low,111,true,4
2025-03-21,Account,normal,81,true,4
2025-11-06,Onboarding,low,16,true,5
2024-07-11,Onboarding,urgent,6,true,5
2024-12-04,Technical,low,72,true,5
2024-03-11,Account,low,21,true,5
2024-05-27,Account,urgent,7,true,5
2024-01-20,Technical,normal,45,true,5
2024-11-20,Account,low,92,false,
2025-07-03,Technical,urgent,15,false,
2024-07-28,Onboarding,high,20,true,5
2024-07-04,Technical,high,7,true,5
2025-04-29,Technical,high,20,true,5
2024-10-03,Technical,normal,16,true,5
2025-12-01,Account,normal,51,true,4
2025-01-23,Account,high,14,true,5
2025-06-20,Account,normal,23,true,5
2024-03-28,Account,high,7,true,5
2025-06-13,Account,low,62,true,4
2024-11-24,Billing,low,107,true,4
2024-07-27,Account,low,115,true,4
2024-04-04,Technical,urgent,14,true,5
2024-09-29,Technical,high,19,true,5
2024-06-19,Account,urgent,15,true,5
2024-11-19,Billing,normal,60,true,4
2025-03-26,Billing,normal,89,true,4
2025-08-24,Technical,low,22,false,
2024-05-08,Account,normal,115,true,3
2024-06-25,Technical,normal,19,true,5
2025-02-13,Technical,normal,111,true,4
2024-09-02,Onboarding,normal,78,true,4
2024-08-08,Billing,low,67,true,5
2024-06-25,Onboarding,urgent,6,true,5
2024-02-16,Onboarding,urgent,16,false,
2025-08-09,Billing,normal,94,true,4
2025-01-20,Technical,urgent,5,true,5
2025-01-12,Technical,high,19,true,5
2025-09-17,Technical,low,23,true,5
2024-11-20,Account,low,49,true,5
2025-05-06,Onboarding,normal,64,true,4
2025-08-08,Technical,urgent,17,true,5
2024-11-22,Account,normal,37,true,5
2024-04-20,Billing,low,53,true,5
2025-08-22,Technical,urgent,18,true,5
2024-12-07,Technical,high,10,true,5
2025-04-29,Onboarding,low,51,true,5
2025-07-22,Technical,high,15,true,5
2025-01-20,Technical,high,3,true,5
2024-02-09,Billing,high,3,true,5
2025-08-12,Technical,low,81,true,4
2024-08-30,Technical,urgent,3,true,5
2024-09-20,Onboarding,normal,77,true,4
2025-01-21,Onboarding,low,69,true,4
2024-07-20,Billing,high,5,true,5
2025-03-29,Onboarding,high,8,true,5
2024-04-21,Technical,low,15,true,5
2025-09-21,Onboarding,high,21,true,5
2024-11-01,Onboarding,urgent,13,true,5
2024-08-21,Billing,urgent,20,true,5
2024-10-04,Billing,urgent,7,true,5
2025-08-19,Onboarding,normal,37,true,4
2024-10-22,Account,high,13,true,5
2025-08-30,Billing,normal,62,true,4
2025-03-03,Account,urgent,20,true,5
2024-05-25,Billing,normal,60,true,4
2024-01-20,Account,high,16,true,5
2025-05-03,Account,low,18,true,5
2025-04-26,Technical,urgent,15,true,5
2024-10-27,Onboarding,normal,114,true,4
2024-07-09,Onboarding,low,46,true,5
2025-03-30,Onboarding,urgent,17,true,5
2024-05-17,Account,low,58,true,5
2025-05-22,Technical,high,14,true,5
2025-12-03,Account,low,91,true,4
2024-01-08,Technical,low,76,true,5
2024-04-02,Billing,urgent,4,true,5
2025-11-05,Account,high,5,true,5
2024-03-16,Onboarding,low,108,true,4
2024-02-04,Onboarding,low,51,true,4
2024-03-25,Account,normal,88,true,4
2024-05-16,Onboarding,high,15,false,
2024-11-23,Onboarding,low,53,true,5
2024-01-30,Billing,high,11,true,5
2025-04-15,Technical,high,4,true,5
2025-07-30,Billing,low,15,false,
2024-04-02,Account,low,92,true,4
2024-10-13,Technical,urgent,8,true,5
2024-05-13,Onboarding,normal,76,true,4
2025-11-13,Billing,normal,115,true,4
2025-06-27,Technical,high,13,true,5
2024-11-22,Account,low,111,true,4
2025-04-19,Technical,urgent,4,true,5
2025-07-21,Account,high,16,true,5
2024-09-18,Billing,normal,96,false,
2025-08-10,Onboarding,low,63,true,5
2024-10-27,Onboarding,high,20,true,5
2024-04-08,Billing,high,16,true,5
2024-12-30,Onboarding,urgent,16,true,5
2024-06-12,Account,low,66,true,4
2025-12-04,Account,urgent,11,false,
2024-10-20,Technical,high,12,true,5
2024-12-29,Account,urgent,11,true,5
2024-05-19,Billing,high,15,true,5
2025-10-21,Billing,high,10,true,5
2024-10-23,Technical,low,76,true,4
2024-05-09,Account,normal,51,true,4
2024-07-25,Onboarding,high,7,true,5
2025-02-05,Billing,urgent,20,true,5
2024-02-18,Technical,urgent,3,true,5
2024-11-07,Billing,urgent,9,true,5
2025-04-09,Onboarding,high,18,true,5
2024-01-05,Onboarding,normal,120,true,4
2025-03-20,Account,urgent,12,true,5
2025-04-04,Billing,high,13,true,5
2025-05-10,Account,low,120,true,3
2025-07-20,Account,low,20,true,5
2024-01-15,Billing,high,3,true,5
2024-06-01,Account,low,105,true,3
2024-01-06,Onboarding,high,21,true,5
2025-12-06,Onboarding,low,102,true,4
2024-11-25,Onboarding,urgent,5,true,5
2024-04-16,Onboarding,high,8,true,5
2025-02-01,Onboarding,high,9,true,5
2025-02-18,Technical,low,27,true,5
2025-05-17,Technical,urgent,11,true,5
2025-05-16,Account,normal,20,false,
2024-01-14,Onboarding,normal,98,false,
2024-10-03,Account,normal,106,true,3
2024-08-30,Onboarding,low,50,false,
2024-05-23,Billing,low,104,true,3
2025-05-15,Technical,urgent,11,true,5
2024-07-23,Account,high,8,true,5
2024-09-24,Technical,urgent,9,true,5
2025-03-30,Account,low,26,true,5
2025-03-16,Billing,urgent,6,true,5
2025-12-27,Onboarding,urgent,5,true,5
2024-04-19,Onboarding,low,18,true,5
2024-06-01,Account,high,11,true,5
2024-11-19,Onboarding,normal,23,true,5
2025-09-11,Onboarding,low,57,true,5
2024-09-26,Account,urgent,18,true,5
2025-05-15,Onboarding,normal,110,true,3
2025-07-14,Billing,low,112,true,4
2024-06-13,Billing,urgent,20,true,5
2025-02-16,Onboarding,normal,54,true,5
2025-01-17,Billing,high,5,true,5
2024-09-29,Onboarding,low,56,true,5
2025-03-20,Account,normal,115,true,4
2024-03-24,Technical,low,95,true,4
2025-03-15,Account,normal,38,false,
2024-02-08,Billing,low,52,true,5
2025-02-22,Onboarding,low,62,true,4
2024-09-16,Technical,high,7,true,5
2025-12-10,Account,urgent,18,true,5
2024-09-23,Onboarding,high,10,true,5
2024-04-12,Technical,normal,28,true,5
2024-10-18,Technical,high,6,true,5
2024-07-24,Technical,urgent,17,true,5
2024-12-06,Technical,high,5,true,5
2025-12-04,Onboarding,urgent,13,true,5
2024-02-18,Billing,normal,54,true,4
2025-03-19,Account,high,11,true,5
2025-11-28,Billing,low,115,true,4
2024-03-30,Account,normal,49,true,5
2024-10-15,Billing,normal,46,true,5
2025-11-23,Account,low,114,true,3
2024-06-08,Billing,high,4,true,5
2025-04-28,Billing,normal,49,false,
2024-07-04,Billing,high,17,true,5
2025-07-05,Account,low,42,true,5
2024-09-14,Technical,low,73,true,4
2024-05-25,Technical,normal,18,false,
2024-03-06,Onboarding,high,12,true,5
2024-12-14,Onboarding,high,12,true,5
2025-10-10,Billing,urgent,10,true,5
2024-12-19,Account,normal,55,true,4
2025-03-23,Billing,urgent,21,true,5
2025-05-15,Billing,low,85,true,4
2024-10-22,Account,normal,112,true,4
2025-01-06,Onboarding,high,12,true,5
2025-09-24,Account,urgent,17,true,5
2024-04-13,Account,low,48,true,5
2025-06-26,Technical,normal,70,false,
2025-04-11,Account,low,29,true,5
2024-04-19,Account,urgent,9,true,5
2025-06-15,Account,urgent,10,true,5
2025-12-04,Technical,urgent,14,true,5
2024-10-23,Account,low,14,true,5
2025-07-08,Onboarding,normal,96,true,4
2025-08-16,Technical,high,5,true,5
2025-05-30,Account,normal,102,true,4
2025-06-11,Billing,normal,75,true,4
2024-05-21,Account,urgent,3,true,5
2025-07-09,Technical,urgent,9,true,5
2024-11-18,Technical,low,26,true,5
2024-01-19,Onboarding,high,14,false,
2024-11-01,Onboarding,urgent,20,true,5
2024-08-16,Technical,normal,50,true,5
2025-08-28,Onboarding,low,17,true,5
2025-06-26,Account,urgent,5,true,5
2025-02-16,Billing,low,29,false,
2024-09-23,Account,high,5,true,5
2024-08-17,Account,normal,53,true,5
2024-09-05,Billing,urgent,17,true,5
2025-12-10,Technical,normal,93,true,4
2025-09-07,Technical,low,66,false,
2025-05-05,Onboarding,urgent,6,true,5
2024-10-22,Account,normal,42,true,5
2024-07-24,Account,urgent,5,true,5
2025-11-08,Account,urgent,14,true,5
2024-05-08,Account,urgent,17,true,5
2024-08-17,Billing,normal,67,true,4
2024-06-29,Billing,high,8,true,5
2024-03-26,Billing,normal,71,true,5
2024-06-05,Technical,urgent,7,true,5
2025-12-25,Technical,urgent,3,true,5
2024-06-22,Billing,low,35,true,5
2024-05-18,Technical,urgent,15,false,
2024-03-10,Billing,normal,61,false,
2024-04-02,Account,normal,14,true,5
2024-03-25,Billing,high,20,false,
2025-01-03,Onboarding,normal,48,true,5
2025-08-05,Onboarding,normal,104,true,4
2024-05-27,Account,normal,62,true,4
2025-09-01,Billing,normal,64,true,4
2024-10-26,Account,normal,62,false,
2024-07-28,Technical,urgent,14,true,5
2024-03-23,Billing,urgent,15,true,5
2025-06-07,Onboarding,low,75,true,5
2025-03-20,Technical,high,11,true,5
2024-07-13,Billing,normal,89,true,4
2024-02-02,Onboarding,high,10,true,5
2025-03-31,Billing,urgent,18,true,5
2024-10-10,Onboarding,high,3,true,5
2024-08-01,Billing,low,71,true,4
2025-12-28,Billing,urgent,3,true,5
2025-11-27,Technical,normal,26,true,5
2024-01-14,Billing,high,8,true,5
2025-07-15,Account,high,16,true,5
2025-10-18,Billing,low,70,true,4
2024-05-25,Billing,normal,73,true,4
2024-07-06,Billing,normal,85,true,4
2025-02-23,Onboarding,normal,36,true,4
2025-02-11,Account,high,11,true,5
2025-06-03,Technical,urgent,8,true,5
2025-03-04,Billing,normal,58,true,4
2024-01-10,Onboarding,low,103,true,4
2025-03-19,Onboarding,normal,80,false,
2024-10-16,Billing,high,11,true,5
2024-01-15,Technical,high,14,true,5
2024-07-10,Billing,high,5,true,5
2025-06-04,Onboarding,low,98,true,4
2025-10-22,Onboarding,high,4,true,5
2025-07-30,Onboarding,low,32,true,5
2025-06-09,Account,low,120,true,3
2025-04-07,Billing,urgent,5,true,5
2025-11-14,Technical,urgent,3,true,5
2024-04-10,Technical,normal,29,true,5
2024-04-04,Billing,urgent,5,true,5
2025-10-04,Account,high,20,true,5
2025-10-25,Billing,urgent,12,true,5
2025-07-13,Billing,high,11,true,5
2024-04-24,Account,low,97,false,
2024-09-08,Onboarding,low,97,true,4
2025-08-26,Onboarding,urgent,3,true,5
2024-07-15,Billing,urgent,3,true,5
2024-07-09,Billing,urgent,2,true,5
2024-07-17,Onboarding,high,9,true,5
2025-03-17,Billing,normal,110,false,
2025-01-07,Onboarding,normal,99,false,
2024-08-15,Onboarding,high,16,true,5
2025-12-08,Billing,urgent,19,true,5
2025-04-04,Account,urgent,4,false,
2024-12-09,Account,high,21,true,5
2024-12-12,Technical,low,48,false,
2024-04-12,Account,urgent,9,false,
2025-05-07,Billing,low,121,true,4
2025-10-30,Account,high,12,true,5
2025-07-09,Technical,low,17,false,
2025-09-12,Billing,low,47,true,5
2025-04-21,Account,urgent,20,true,5
2024-05-23,Billing,low,81,true,4
2024-12-22,Billing,normal,104,true,4
2025-12-14,Onboarding,normal,113,true,3
2024-08-02,Technical,low,54,true,4
2024-09-14,Onboarding,urgent,3,true,5
2024-11-18,Technical,low,15,true,5
2024-11-13,Technical,urgent,7,true,5
2024-04-02,Account,normal,69,true,4
2024-08-31,Account,normal,24,true,5
2024-05-26,Billing,normal,85,false,
2025-08-09,Technical,urgent,16,true,5
2025-06-15,Technical,normal,118,true,3
2025-05-20,Account,low,23,false,
2025-01-12,Technical,low,92,true,4
2025-02-24,Technical,urgent,4,true,5
2024-11-22,Billing,normal,32,true,5
2024-08-27,Account,normal,67,true,5
2024-03-24,Account,low,114,true,3
2024-07-18,Account,high,20,false,
2024-07-19,Technical,low,62,true,5
2024-04-28,Billing,normal,34,true,5
2025-06-14,Technical,urgent,20,true,5
2024-07-16,Onboarding,normal,105,true,4
2025-09-14,Onboarding,normal,38,true,5
2025-01-29,Billing,urgent,11,true,5
2024-08-27,Billing,high,17,true,5
2024-11-10,Onboarding,normal,32,true,5
2024-09-11,Billing,normal,72,false,
2025-07-21,Billing,high,11,true,5
2024-02-05,Account,high,3,true,5
2025-03-20,Onboarding,urgent,14,true,5
2025-01-09,Account,low,63,true,4
2025-11-20,Account,high,7,true,5
2024-05-22,Technical,high,10,true,5
2025-10-22,Technical,high,10,true,5
2025-08-24,Onboarding,low,64,true,4
2025-07-26,Billing,normal,82,true,4
2025-05-27,Technical,urgent,6,true,5
2024-10-03,Billing,low,38,true,5
2025-09-24,Billing,low,32,true,5
2024-02-03,Billing,urgent,15,true,5
2025-02-25,Onboarding,normal,112,true,3
2024-12-27,Account,normal,51,true,4
2024-01-17,Onboarding,high,4,true,5
2024-07-27,Billing,normal,21,false,
2024-07-01,Technical,high,8,true,5
2025-06-21,Billing,urgent,20,true,5
2024-03-31,Onboarding,normal,70,true,4
2024-04-12,Onboarding,normal,116,true,4
2025-02-25,Technical,urgent,6,true,5
2024-03-07,Technical,normal,68,true,4
2025-11-22,Onboarding,high,15,true,5
2025-02-09,Onboarding,high,14,true,5
2025-09-23,Onboarding,high,12,true,5
2025-11-12,Technical,low,49,true,5
2024-09-18,Technical,urgent,16,true,5
2025-08-07,Onboarding,high,17,true,5
2025-06-04,Onboarding,low,31,true,5
2024-06-18,Technical,urgent,21,true,5
2024-06-01,Technical,high,4,true,5
2025-02-22,Account,high,9,true,5
2025-08-09,Account,high,4,true,5
2025-04-12,Account,normal,24,true,5
2025-10-24,Technical,low,66,true,4
2025-11-12,Billing,high,13,false,
2025-07-12,Account,urgent,8,true,5
2024-02-29,Account,high,3,true,5
2025-07-19,Account,low,33,true,5
2024-06-14,Billing,high,5,false,
2024-05-24,Account,low,39,false,
2024-06-29,Billing,high,5,true,5
2024-02-16,Onboarding,low,37,true,5
2024-08-08,Billing,urgent,7,false,
2025-08-30,Account,normal,88,true,4
2024-06-01,Technical,low,105,true,3
2024-09-03,Billing,urgent,14,true,5
2025-12-11,Onboarding,urgent,6,true,5
2025-07-23,Account,low,92,true,4
2025-12-25,Onboarding,low,117,false,
2024-12-13,Billing,urgent,7,true,5
2024-09-08,Technical,urgent,5,true,5
2024-11-20,Technical,low,44,true,5
2024-02-27,Account,low,101,true,4
2025-03-24,Account,normal,15,true,5
2025-03-06,Billing,high,5,true,5
2024-03-26,Billing,urgent,12,true,5
2025-01-02,Account,urgent,16,true,5
