order_id,order_date,region,channel,customer_id,product_id,units,revenue,status
ORD-125097,2024-07-18,EMEA,Web,CUST-4746,SKU-1001,4,614.87,cancelled
ORD-125098,2025-11-19,EMEA,Wholesale,CUST-3018,SKU-1002,5,784.62,fulfilled
ORD-125099,2024-01-11,EMEA,Wholesale,CUST-1792,SKU-1003,3,583.54,refunded
ORD-125100,2025-09-07,APAC,Retail,CUST-4816,SKU-1014,4,254.61,fulfilled
ORD-125101,2025-05-28,LATAM,Web,CUST-2940,SKU-1002,2,507.17,cancelled
ORD-125102,2024-04-26,APAC,Web,CUST-1606,SKU-1011,4,94.66,fulfilled
ORD-125103,2024-11-30,APAC,Retail,CUST-4194,SKU-1010,5,230.42,fulfilled
ORD-125104,2024-04-24,APAC,Web,CUST-2962,SKU-1018,3,155.26,fulfilled
ORD-125105,2025-10-29,AMER,Retail,CUST-4825,SKU-1009,4,380.55,cancelled
ORD-125106,2025-08-17,APAC,Retail,CUST-4373,SKU-1019,2,25.28,fulfilled
ORD-125107,2025-02-18,APAC,Web,CUST-3296,SKU-1010,2,112.3,fulfilled
ORD-125108,2025-11-05,APAC,Web,CUST-3873,SKU-1012,5,320.4,cancelled
ORD-125109,2025-12-16,AMER,Retail,CUST-1058,SKU-1014,2,129.77,fulfilled
ORD-125110,2024-04-27,LATAM,Web,CUST-1737,SKU-1007,5,151.93,refunded
ORD-125111,2025-05-16,AMER,Retail,CUST-1626,SKU-1011,2,51.5,fulfilled
ORD-125112,2024-11-03,APAC,Wholesale,CUST-4642,SKU-1021,5,82.07,fulfilled
ORD-125113,2024-08-17,APAC,Wholesale,CUST-4722,SKU-1011,4,81.43,cancelled
ORD-125114,2024-08-19,AMER,Retail,CUST-4736,SKU-1008,2,165.2,fulfilled
ORD-125115,2025-10-21,APAC,Retail,CUST-1252,SKU-1003,1,156.09,fulfilled
ORD-125116,2025-11-22,AMER,Wholesale,CUST-4383,SKU-1007,3,72.98,refunded
ORD-125117,2024-06-17,APAC,Retail,CUST-4392,SKU-1011,3,74.54,fulfilled
ORD-125118,2024-02-01,LATAM,Retail,CUST-4529,SKU-1002,3,613.76,fulfilled
ORD-125119,2025-01-30,AMER,Wholesale,CUST-2041,SKU-1005,2,51.53,fulfilled
ORD-125120,2024-03-05,AMER,Retail,CUST-1870,SKU-1009,1,133.73,refunded
ORD-125121,2024-12-20,APAC,Web,CUST-4473,SKU-1021,3,51.14,fulfilled
ORD-125122,2024-01-02,APAC,Web,CUST-2119,SKU-1005,4,95.7,fulfilled
ORD-125123,2024-02-12,EMEA,Wholesale,CUST-1273,SKU-1021,2,42.58,fulfilled
ORD-125124,2025-04-20,LATAM,Retail,CUST-3415,SKU-1012,4,291.27,fulfilled
ORD-125125,2025-11-20,EMEA,Web,CUST-2862,SKU-1002,3,478.8,cancelled
ORD-125126,2024-12-19,APAC,Web,CUST-1986,SKU-1014,4,307.99,fulfilled
ORD-125127,2025-04-15,LATAM,Retail,CUST-4486,SKU-1003,2,536.07,fulfilled
ORD-125128,2025-03-24,EMEA,Retail,CUST-1332,SKU-1011,4,101.44,fulfilled
ORD-125129,2024-10-09,LATAM,Retail,CUST-2057,SKU-1008,4,325.45,fulfilled
ORD-125130,2024-02-06,EMEA,Web,CUST-2968,SKU-1018,3,148.07,fulfilled
ORD-125131,2024-12-21,EMEA,Wholesale,CUST-1098,SKU-1017,2,170.83,cancelled
ORD-125132,2024-03-23,APAC,Wholesale,CUST-2744,SKU-1004,5,818.94,fulfilled
ORD-125133,2024-10-23,APAC,Wholesale,CUST-3852,SKU-1019,1,12.85,fulfilled
ORD-125134,2024-07-23,LATAM,Web,CUST-2122,SKU-1013,4,317.18,fulfilled
ORD-125135,2025-05-27,EMEA,Wholesale,CUST-3036,SKU-1016,3,138.84,fulfilled
ORD-125136,2025-04-15,AMER,Wholesale,CUST-4812,SKU-1017,3,363,fulfilled
ORD-125137,2025-04-01,LATAM,Web,CUST-4534,SKU-1020,3,256.83,cancelled
ORD-125138,2024-08-22,AMER,Wholesale,CUST-2234,SKU-1016,3,114.15,fulfilled
ORD-125139,2025-02-07,LATAM,Retail,CUST-2942,SKU-1010,2,104.05,fulfilled
ORD-125140,2024-10-11,APAC,Retail,CUST-4691,SKU-1008,3,229.52,fulfilled
ORD-125141,2024-04-21,LATAM,Wholesale,CUST-1594,SKU-1008,3,306.26,fulfilled
ORD-125142,2025-05-24,LATAM,Web,CUST-3427,SKU-1021,1,24.13,fulfilled
ORD-125143,2024-12-29,APAC,Retail,CUST-3961,SKU-1017,5,427.9,cancelled
ORD-125144,2024-01-23,APAC,Retail,CUST-1810,SKU-1014,4,277.76,fulfilled
ORD-125145,2024-05-29,APAC,Web,CUST-2121,SKU-1012,5,463.84,cancelled
ORD-125146,2024-04-30,LATAM,Web,CUST-3229,SKU-1006,3,312.21,cancelled
ORD-125147,2024-02-29,APAC,Web,CUST-4961,SKU-1007,1,29.48,refunded
ORD-125148,2025-12-20,EMEA,Retail,CUST-1771,SKU-1001,1,145.85,fulfilled
ORD-125149,2024-02-10,EMEA,Wholesale,CUST-1110,SKU-1013,1,93.02,cancelled
ORD-125150,2024-05-17,APAC,Web,CUST-2382,SKU-1005,2,63.12,cancelled
ORD-125151,2025-09-09,LATAM,Wholesale,CUST-4359,SKU-1011,1,16.51,refunded
ORD-125152,2025-01-26,AMER,Web,CUST-1160,SKU-1020,5,362.47,fulfilled
ORD-125153,2024-08-09,AMER,Web,CUST-2283,SKU-1002,5,865.44,fulfilled
ORD-125154,2025-02-03,EMEA,Retail,CUST-1387,SKU-1001,4,726.23,fulfilled
ORD-125155,2025-07-07,AMER,Wholesale,CUST-3192,SKU-1015,1,90.06,fulfilled
ORD-125156,2024-12-06,LATAM,Web,CUST-1281,SKU-1016,4,179.54,fulfilled
ORD-125157,2025-05-11,APAC,Wholesale,CUST-1994,SKU-1001,1,196.6,fulfilled
ORD-125158,2024-01-03,APAC,Wholesale,CUST-4696,SKU-1005,5,116.99,refunded
ORD-125159,2024-07-27,LATAM,Retail,CUST-3261,SKU-1018,3,143.51,fulfilled
ORD-125160,2025-01-02,AMER,Web,CUST-4891,SKU-1012,1,70.68,fulfilled
ORD-125161,2024-12-08,EMEA,Retail,CUST-4719,SKU-1015,1,84.04,fulfilled
ORD-125162,2024-01-02,APAC,Retail,CUST-3384,SKU-1020,1,65.2,fulfilled
ORD-125163,2025-12-28,AMER,Retail,CUST-3237,SKU-1004,2,267.66,fulfilled
ORD-125164,2025-03-03,AMER,Wholesale,CUST-4402,SKU-1015,5,507.82,refunded
ORD-125165,2025-04-07,LATAM,Retail,CUST-1159,SKU-1005,1,34.24,cancelled
ORD-125166,2025-10-05,LATAM,Retail,CUST-3258,SKU-1008,1,66.02,cancelled
ORD-125167,2024-09-30,APAC,Wholesale,CUST-3319,SKU-1006,2,177.25,cancelled
ORD-125168,2025-11-15,EMEA,Retail,CUST-4691,SKU-1001,1,117.02,refunded
ORD-125169,2025-05-08,AMER,Web,CUST-2182,SKU-1014,1,88.22,fulfilled
ORD-125170,2025-06-21,AMER,Retail,CUST-3568,SKU-1016,1,45.55,cancelled
ORD-125171,2025-12-04,APAC,Web,CUST-2878,SKU-1011,4,69.52,fulfilled
ORD-125172,2025-03-05,APAC,Retail,CUST-1537,SKU-1006,5,604.95,fulfilled
ORD-125173,2024-04-10,EMEA,Web,CUST-2910,SKU-1002,2,566,cancelled
ORD-125174,2025-04-26,LATAM,Wholesale,CUST-4806,SKU-1010,2,135.49,refunded
ORD-125175,2024-08-05,EMEA,Web,CUST-2159,SKU-1008,5,386.23,fulfilled
ORD-125176,2024-04-03,EMEA,Web,CUST-4823,SKU-1021,1,20.66,fulfilled
ORD-125177,2025-05-15,LATAM,Retail,CUST-3429,SKU-1015,4,368.82,refunded
ORD-125178,2025-04-01,EMEA,Web,CUST-4976,SKU-1012,3,233.85,refunded
ORD-125179,2024-10-15,LATAM,Wholesale,CUST-2004,SKU-1012,3,152.38,fulfilled
ORD-125180,2025-11-25,APAC,Wholesale,CUST-1389,SKU-1012,5,289.09,refunded
ORD-125181,2025-08-20,AMER,Web,CUST-4263,SKU-1011,3,53.1,refunded
ORD-125182,2024-10-20,LATAM,Retail,CUST-2286,SKU-1005,3,65,refunded
ORD-125183,2025-05-06,AMER,Retail,CUST-1839,SKU-1015,3,256.83,refunded
ORD-125184,2025-03-25,APAC,Wholesale,CUST-2571,SKU-1013,4,451.21,fulfilled
ORD-125185,2024-08-13,EMEA,Web,CUST-3625,SKU-1007,2,46.68,fulfilled
ORD-125186,2025-06-15,EMEA,Wholesale,CUST-1951,SKU-1001,4,724.34,refunded
ORD-125187,2025-12-24,EMEA,Wholesale,CUST-2108,SKU-1002,2,356.79,fulfilled
ORD-125188,2024-08-01,LATAM,Retail,CUST-1327,SKU-1002,4,811.71,cancelled
ORD-125189,2025-09-29,APAC,Wholesale,CUST-4171,SKU-1020,4,263.42,fulfilled
ORD-125190,2024-11-20,EMEA,Web,CUST-2820,SKU-1008,1,89.09,fulfilled
ORD-125191,2025-02-28,AMER,Web,CUST-2832,SKU-1003,3,783.15,fulfilled
ORD-125192,2025-04-23,AMER,Web,CUST-1673,SKU-1017,2,197.34,fulfilled
ORD-125193,2024-06-07,EMEA,Wholesale,CUST-3208,SKU-1012,2,177.87,fulfilled
ORD-125194,2024-07-19,AMER,Web,CUST-1996,SKU-1007,4,95.69,fulfilled
ORD-125195,2025-10-06,APAC,Retail,CUST-4270,SKU-1002,2,348.81,refunded
ORD-125196,2025-04-29,AMER,Web,CUST-2069,SKU-1012,3,248.88,fulfilled
ORD-125197,2024-07-09,AMER,Wholesale,CUST-4225,SKU-1013,1,81.54,fulfilled
ORD-125198,2024-09-05,LATAM,Wholesale,CUST-1798,SKU-1011,5,106.45,fulfilled
ORD-125199,2025-08-02,EMEA,Retail,CUST-4820,SKU-1020,2,150.55,fulfilled
ORD-125200,2024-02-26,LATAM,Wholesale,CUST-3957,SKU-1017,3,352.25,fulfilled
ORD-125201,2024-10-21,EMEA,Web,CUST-3919,SKU-1002,4,613.51,fulfilled
ORD-125202,2025-12-19,AMER,Retail,CUST-2620,SKU-1011,2,39.5,cancelled
ORD-125203,2024-04-14,AMER,Wholesale,CUST-4635,SKU-1011,5,145.44,refunded
ORD-125204,2024-11-16,EMEA,Retail,CUST-1403,SKU-1004,4,586.67,cancelled
ORD-125205,2024-03-21,APAC,Wholesale,CUST-2564,SKU-1005,5,158.41,fulfilled
ORD-125206,2025-08-28,APAC,Retail,CUST-4341,SKU-1020,1,74.44,fulfilled
ORD-125207,2024-11-25,EMEA,Wholesale,CUST-1234,SKU-1013,4,292.29,cancelled
ORD-125208,2024-04-06,APAC,Wholesale,CUST-4621,SKU-1003,2,456.79,cancelled
ORD-125209,2025-08-09,LATAM,Retail,CUST-4409,SKU-1009,5,455.82,cancelled
ORD-125210,2025-02-18,AMER,Wholesale,CUST-1518,SKU-1005,1,28.27,refunded
ORD-125211,2025-04-20,APAC,Web,CUST-2701,SKU-1002,3,698.69,fulfilled
ORD-125212,2024-10-08,APAC,Wholesale,CUST-3191,SKU-1016,3,95.1,fulfilled
ORD-125213,2024-06-13,LATAM,Wholesale,CUST-4691,SKU-1003,5,997.48,fulfilled
ORD-125214,2024-10-09,AMER,Wholesale,CUST-2530,SKU-1015,1,73.01,refunded
ORD-125215,2024-12-11,LATAM,Wholesale,CUST-2319,SKU-1002,5,1041.08,fulfilled
ORD-125216,2025-03-11,APAC,Retail,CUST-1206,SKU-1001,1,158.88,refunded
ORD-125217,2025-01-05,APAC,Web,CUST-4576,SKU-1008,2,158.25,fulfilled
ORD-125218,2025-11-22,LATAM,Web,CUST-4650,SKU-1001,1,149.04,cancelled
ORD-125219,2025-04-13,APAC,Retail,CUST-3338,SKU-1006,5,590.9,refunded
ORD-125220,2025-05-11,EMEA,Retail,CUST-2289,SKU-1015,4,398.76,fulfilled
ORD-125221,2025-06-20,LATAM,Retail,CUST-3587,SKU-1006,2,213.56,fulfilled
ORD-125222,2024-11-20,EMEA,Wholesale,CUST-4306,SKU-1003,4,621.05,fulfilled
ORD-125223,2025-09-26,AMER,Web,CUST-4480,SKU-1007,1,23.96,fulfilled
ORD-125224,2024-05-29,APAC,Wholesale,CUST-2921,SKU-1002,4,919.03,fulfilled
ORD-125225,2024-12-11,LATAM,Wholesale,CUST-4655,SKU-1017,3,269.75,fulfilled
ORD-125226,2025-07-16,APAC,Wholesale,CUST-1208,SKU-1009,3,321.99,refunded
ORD-125227,2025-10-20,EMEA,Retail,CUST-2155,SKU-1002,3,507.1,fulfilled
ORD-125228,2025-12-05,LATAM,Retail,CUST-2592,SKU-1010,1,50.51,fulfilled
ORD-125229,2024-04-10,LATAM,Retail,CUST-3358,SKU-1015,2,175.77,fulfilled
ORD-125230,2025-08-05,APAC,Wholesale,CUST-1648,SKU-1020,3,225.5,fulfilled
ORD-125231,2024-01-08,APAC,Web,CUST-3324,SKU-1018,2,108.54,refunded
ORD-125232,2025-10-10,APAC,Wholesale,CUST-3192,SKU-1008,3,239.25,refunded
ORD-125233,2025-02-12,APAC,Wholesale,CUST-1029,SKU-1010,2,101.26,cancelled
ORD-125234,2024-10-08,EMEA,Retail,CUST-2923,SKU-1021,1,14.82,fulfilled
ORD-125235,2025-03-12,APAC,Wholesale,CUST-1056,SKU-1013,5,561.79,fulfilled
ORD-125236,2024-02-12,LATAM,Web,CUST-1345,SKU-1018,3,150.6,fulfilled
ORD-125237,2025-04-23,LATAM,Web,CUST-3289,SKU-1019,4,65.62,refunded
ORD-125238,2024-01-26,EMEA,Wholesale,CUST-4564,SKU-1010,1,45.52,fulfilled
ORD-125239,2025-03-23,APAC,Web,CUST-4391,SKU-1003,1,273.36,refunded
ORD-125240,2024-12-27,AMER,Retail,CUST-2179,SKU-1005,1,20.81,fulfilled
ORD-125241,2025-09-06,EMEA,Wholesale,CUST-3243,SKU-1002,1,190.5,cancelled
ORD-125242,2025-03-02,LATAM,Wholesale,CUST-1668,SKU-1009,3,373.49,refunded
ORD-125243,2025-07-19,AMER,Web,CUST-1137,SKU-1006,5,550.68,refunded
ORD-125244,2024-02-08,EMEA,Retail,CUST-1421,SKU-1010,3,178.6,fulfilled
ORD-125245,2025-11-14,AMER,Wholesale,CUST-1870,SKU-1010,4,153.77,cancelled
ORD-125246,2024-03-13,LATAM,Web,CUST-2408,SKU-1008,2,240.29,refunded
ORD-125247,2025-08-03,EMEA,Wholesale,CUST-2317,SKU-1021,4,65.56,fulfilled
ORD-125248,2025-04-15,EMEA,Retail,CUST-3162,SKU-1017,4,516.19,fulfilled
ORD-125249,2025-07-06,EMEA,Wholesale,CUST-2884,SKU-1016,3,140.85,cancelled
ORD-125250,2024-08-18,LATAM,Retail,CUST-1779,SKU-1003,4,717.57,fulfilled
ORD-125251,2025-03-25,LATAM,Wholesale,CUST-3677,SKU-1009,2,235.56,fulfilled
ORD-125252,2025-05-07,APAC,Retail,CUST-2399,SKU-1015,3,300.38,fulfilled
ORD-125253,2025-12-26,LATAM,Web,CUST-4225,SKU-1001,4,495.8,refunded
ORD-125254,2024-02-28,EMEA,Wholesale,CUST-2706,SKU-1003,3,656.62,fulfilled
ORD-125255,2025-05-22,LATAM,Wholesale,CUST-2585,SKU-1005,4,116.57,fulfilled
ORD-125256,2025-02-16,EMEA,Web,CUST-1178,SKU-1016,4,177.84,fulfilled
ORD-125257,2025-03-19,EMEA,Wholesale,CUST-4401,SKU-1015,5,506.93,cancelled
ORD-125258,2024-02-20,LATAM,Retail,CUST-2114,SKU-1013,1,98.57,cancelled
ORD-125259,2024-04-04,EMEA,Wholesale,CUST-3011,SKU-1005,5,132.58,refunded
ORD-125260,2025-08-03,LATAM,Wholesale,CUST-1099,SKU-1021,5,102.52,fulfilled
ORD-125261,2025-11-14,AMER,Retail,CUST-2555,SKU-1016,1,35.13,fulfilled
ORD-125262,2025-10-14,AMER,Wholesale,CUST-2869,SKU-1020,4,237.53,fulfilled
ORD-125263,2024-01-25,AMER,Web,CUST-1999,SKU-1020,2,133.12,cancelled
ORD-125264,2024-12-28,AMER,Web,CUST-1652,SKU-1014,5,335.33,refunded
ORD-125265,2024-05-22,LATAM,Web,CUST-2666,SKU-1011,2,52.22,fulfilled
ORD-125266,2024-01-07,APAC,Wholesale,CUST-1130,SKU-1001,1,136.86,fulfilled
ORD-125267,2024-06-05,LATAM,Wholesale,CUST-1314,SKU-1012,5,437.73,fulfilled
ORD-125268,2025-09-19,EMEA,Web,CUST-3857,SKU-1002,3,516.46,refunded
ORD-125269,2025-03-12,LATAM,Retail,CUST-1847,SKU-1016,4,217.65,refunded
ORD-125270,2025-12-31,EMEA,Web,CUST-4860,SKU-1012,2,145.18,refunded
ORD-125271,2024-02-17,AMER,Web,CUST-4220,SKU-1001,5,860.75,fulfilled
ORD-125272,2025-11-01,EMEA,Retail,CUST-4226,SKU-1002,1,185.53,cancelled
ORD-125273,2024-09-18,LATAM,Web,CUST-2083,SKU-1021,5,97.66,fulfilled
ORD-125274,2025-04-26,LATAM,Retail,CUST-1367,SKU-1010,3,193.86,refunded
ORD-125275,2024-01-03,EMEA,Retail,CUST-3323,SKU-1002,4,896.74,fulfilled
ORD-125276,2024-03-05,LATAM,Wholesale,CUST-4638,SKU-1004,1,168.99,fulfilled
ORD-125277,2025-11-22,AMER,Retail,CUST-4693,SKU-1013,4,285.5,cancelled
ORD-125278,2024-07-17,LATAM,Web,CUST-3115,SKU-1013,1,76.68,cancelled
ORD-125279,2024-08-18,AMER,Web,CUST-2764,SKU-1003,5,1040.43,fulfilled
ORD-125280,2025-03-28,LATAM,Web,CUST-2663,SKU-1016,5,244.89,fulfilled
ORD-125281,2025-10-14,EMEA,Wholesale,CUST-2032,SKU-1001,3,402.32,refunded
ORD-125282,2024-10-07,EMEA,Retail,CUST-1082,SKU-1014,5,315.58,cancelled
ORD-125283,2024-05-26,EMEA,Wholesale,CUST-2005,SKU-1010,5,273.25,fulfilled
ORD-125284,2025-02-23,APAC,Wholesale,CUST-2781,SKU-1009,4,438.77,cancelled
ORD-125285,2024-08-10,LATAM,Wholesale,CUST-1052,SKU-1006,3,239.58,refunded
ORD-125286,2024-11-28,APAC,Retail,CUST-2863,SKU-1016,4,160.8,fulfilled
ORD-125287,2025-02-03,LATAM,Retail,CUST-1066,SKU-1008,4,351.77,fulfilled
ORD-125288,2025-04-27,LATAM,Retail,CUST-2926,SKU-1018,5,280.2,fulfilled
ORD-125289,2024-07-14,AMER,Web,CUST-3169,SKU-1009,3,283.19,fulfilled
ORD-125290,2024-12-31,AMER,Retail,CUST-4131,SKU-1008,5,366.45,cancelled
ORD-125291,2024-12-12,AMER,Web,CUST-2329,SKU-1012,5,278.32,fulfilled
ORD-125292,2024-07-18,EMEA,Web,CUST-1651,SKU-1001,2,328.35,fulfilled
ORD-125293,2024-07-27,EMEA,Retail,CUST-1423,SKU-1019,2,29.02,fulfilled
ORD-125294,2025-04-28,AMER,Retail,CUST-4182,SKU-1013,2,184.49,refunded
ORD-125295,2024-12-28,AMER,Wholesale,CUST-4852,SKU-1013,4,304.75,fulfilled
ORD-125296,2025-11-08,LATAM,Wholesale,CUST-1432,SKU-1012,1,66.01,fulfilled
ORD-125297,2025-10-12,EMEA,Retail,CUST-3112,SKU-1010,5,197.79,fulfilled
ORD-125298,2025-12-24,EMEA,Wholesale,CUST-2628,SKU-1008,1,92.06,refunded
ORD-125299,2024-02-04,APAC,Wholesale,CUST-1491,SKU-1010,2,118.17,cancelled
ORD-125300,2025-12-07,APAC,Wholesale,CUST-2797,SKU-1010,5,209.5,fulfilled
ORD-125301,2024-01-18,EMEA,Wholesale,CUST-1699,SKU-1008,2,211.79,fulfilled
ORD-125302,2025-01-13,APAC,Web,CUST-1619,SKU-1018,5,228.33,refunded
ORD-125303,2025-04-02,AMER,Wholesale,CUST-3280,SKU-1014,4,424.67,fulfilled
ORD-125304,2025-02-06,APAC,Wholesale,CUST-4451,SKU-1007,5,151.69,cancelled
ORD-125305,2024-04-22,APAC,Web,CUST-3536,SKU-1001,3,485.22,fulfilled
ORD-125306,2025-01-23,EMEA,Wholesale,CUST-4742,SKU-1006,2,194.52,refunded
ORD-125307,2024-03-14,LATAM,Retail,CUST-3397,SKU-1011,1,28.4,fulfilled
ORD-125308,2025-07-28,APAC,Wholesale,CUST-1088,SKU-1014,1,72.38,cancelled
ORD-125309,2024-02-10,APAC,Web,CUST-2989,SKU-1020,5,412.04,fulfilled
ORD-125310,2024-09-03,EMEA,Web,CUST-1844,SKU-1003,2,340.57,refunded
ORD-125311,2025-06-15,AMER,Web,CUST-1416,SKU-1019,5,87.22,fulfilled
ORD-125312,2025-09-13,APAC,Wholesale,CUST-4754,SKU-1005,3,63.97,fulfilled
ORD-125313,2024-06-03,APAC,Retail,CUST-4243,SKU-1003,4,942.37,fulfilled
ORD-125314,2025-04-12,LATAM,Retail,CUST-4444,SKU-1017,4,491.17,refunded
ORD-125315,2024-04-05,EMEA,Web,CUST-2981,SKU-1015,1,88.92,refunded
ORD-125316,2025-02-22,LATAM,Web,CUST-1968,SKU-1007,2,60.69,fulfilled
ORD-125317,2024-07-06,EMEA,Web,CUST-2356,SKU-1017,3,308.61,fulfilled
ORD-125318,2025-05-03,AMER,Wholesale,CUST-2820,SKU-1021,2,43.3,fulfilled
ORD-125319,2024-04-11,AMER,Retail,CUST-3975,SKU-1003,4,937.29,fulfilled
ORD-125320,2024-01-21,EMEA,Wholesale,CUST-4730,SKU-1003,5,1097.24,refunded
ORD-125321,2025-05-17,LATAM,Web,CUST-4352,SKU-1004,1,190.05,refunded
ORD-125322,2025-10-14,APAC,Wholesale,CUST-4643,SKU-1003,4,766.48,fulfilled
ORD-125323,2025-08-02,APAC,Web,CUST-3949,SKU-1021,1,19.6,fulfilled
ORD-125324,2025-03-08,AMER,Wholesale,CUST-3841,SKU-1008,1,92.71,fulfilled
ORD-125325,2025-02-22,LATAM,Retail,CUST-3775,SKU-1014,1,84.87,fulfilled
ORD-125326,2025-08-26,LATAM,Retail,CUST-1541,SKU-1005,3,77.61,fulfilled
ORD-125327,2024-03-14,APAC,Web,CUST-4965,SKU-1006,3,387.38,fulfilled
ORD-125328,2025-08-13,EMEA,Wholesale,CUST-2820,SKU-1018,3,149.83,fulfilled
ORD-125329,2024-06-25,EMEA,Wholesale,CUST-3534,SKU-1015,1,99.1,cancelled
ORD-125330,2024-08-02,AMER,Wholesale,CUST-1331,SKU-1010,3,121.37,fulfilled
ORD-125331,2025-03-26,EMEA,Retail,CUST-2849,SKU-1017,5,601.19,cancelled
ORD-125332,2024-10-15,AMER,Wholesale,CUST-1347,SKU-1011,3,52.35,refunded
ORD-125333,2025-12-22,EMEA,Retail,CUST-3039,SKU-1007,4,95.83,fulfilled
ORD-125334,2025-05-10,EMEA,Web,CUST-1764,SKU-1018,4,215.95,cancelled
ORD-125335,2024-11-19,LATAM,Web,CUST-3979,SKU-1015,1,63.47,fulfilled
ORD-125336,2024-02-24,AMER,Retail,CUST-3919,SKU-1003,1,226.65,fulfilled
ORD-125337,2024-05-26,EMEA,Web,CUST-1788,SKU-1021,4,104.48,fulfilled
ORD-125338,2025-07-06,LATAM,Retail,CUST-1653,SKU-1004,4,669.38,fulfilled
ORD-125339,2024-07-02,LATAM,Web,CUST-3935,SKU-1008,5,517.77,fulfilled
ORD-125340,2024-07-06,APAC,Retail,CUST-3113,SKU-1014,2,140.26,fulfilled
ORD-125341,2025-05-13,EMEA,Web,CUST-3348,SKU-1011,4,91.48,fulfilled
ORD-125342,2025-04-24,EMEA,Wholesale,CUST-4598,SKU-1001,4,707.53,fulfilled
ORD-125343,2025-12-12,AMER,Wholesale,CUST-3962,SKU-1005,2,44.37,refunded
ORD-125344,2024-12-22,EMEA,Retail,CUST-1425,SKU-1004,1,128.67,refunded
ORD-125345,2025-01-24,EMEA,Web,CUST-1817,SKU-1004,4,637.06,fulfilled
ORD-125346,2025-09-29,LATAM,Retail,CUST-1322,SKU-1017,1,89.49,fulfilled
ORD-125347,2025-12-23,AMER,Retail,CUST-2821,SKU-1015,2,160.04,fulfilled
ORD-125348,2025-06-06,APAC,Wholesale,CUST-4322,SKU-1008,5,447.74,fulfilled
ORD-125349,2025-09-01,AMER,Web,CUST-1999,SKU-1002,5,934.35,cancelled
ORD-125350,2025-11-21,EMEA,Web,CUST-2540,SKU-1001,5,772.38,fulfilled
ORD-125351,2024-05-22,APAC,Retail,CUST-1105,SKU-1018,1,57.22,refunded
ORD-125352,2025-04-28,APAC,Retail,CUST-2889,SKU-1001,3,587.23,refunded
ORD-125353,2025-10-11,EMEA,Web,CUST-2348,SKU-1003,2,305.7,fulfilled
ORD-125354,2024-12-23,EMEA,Wholesale,CUST-3326,SKU-1001,3,375.31,refunded
ORD-125355,2024-07-26,EMEA,Web,CUST-3803,SKU-1002,3,628.62,fulfilled
ORD-125356,2024-02-16,LATAM,Wholesale,CUST-2626,SKU-1019,1,15.31,cancelled
ORD-125357,2024-08-13,EMEA,Web,CUST-4504,SKU-1012,5,368.92,fulfilled
ORD-125358,2024-10-06,LATAM,Wholesale,CUST-1264,SKU-1021,3,51.96,fulfilled
ORD-125359,2024-03-30,EMEA,Web,CUST-2611,SKU-1012,1,73.14,fulfilled
ORD-125360,2024-02-29,LATAM,Web,CUST-3861,SKU-1002,5,1009.25,fulfilled
ORD-125361,2024-11-15,AMER,Web,CUST-2122,SKU-1003,3,573.52,fulfilled
ORD-125362,2024-03-11,EMEA,Retail,CUST-2940,SKU-1014,4,358.38,fulfilled
ORD-125363,2024-07-23,AMER,Wholesale,CUST-4577,SKU-1005,2,58.26,fulfilled
ORD-125364,2025-05-07,APAC,Wholesale,CUST-4190,SKU-1009,4,428.07,fulfilled
ORD-125365,2025-08-29,APAC,Wholesale,CUST-2888,SKU-1017,5,485.36,fulfilled
ORD-125366,2024-06-29,APAC,Web,CUST-2484,SKU-1005,2,60.98,refunded
ORD-125367,2024-02-02,AMER,Web,CUST-4223,SKU-1007,3,76.35,cancelled
ORD-125368,2025-11-16,LATAM,Retail,CUST-1285,SKU-1013,5,325.83,fulfilled
ORD-125369,2024-12-22,EMEA,Web,CUST-4776,SKU-1014,3,201.36,fulfilled
ORD-125370,2024-05-22,LATAM,Retail,CUST-1564,SKU-1019,4,65.4,fulfilled
ORD-125371,2024-07-10,EMEA,Wholesale,CUST-4094,SKU-1019,5,75.39,fulfilled
ORD-125372,2025-10-02,EMEA,Retail,CUST-1007,SKU-1005,2,36.07,refunded
ORD-125373,2025-05-15,LATAM,Retail,CUST-4541,SKU-1017,1,122.28,fulfilled
ORD-125374,2025-03-14,EMEA,Wholesale,CUST-4157,SKU-1021,3,70.59,cancelled
ORD-125375,2025-12-26,EMEA,Web,CUST-1132,SKU-1017,4,319.7,fulfilled
ORD-125376,2024-02-28,AMER,Web,CUST-2354,SKU-1019,4,61.3,fulfilled
ORD-125377,2024-01-19,EMEA,Web,CUST-4537,SKU-1004,3,518.81,refunded
ORD-125378,2025-06-02,LATAM,Wholesale,CUST-2173,SKU-1007,5,161.11,refunded
ORD-125379,2025-03-28,APAC,Wholesale,CUST-4916,SKU-1019,5,82.56,refunded
ORD-125380,2025-09-16,AMER,Retail,CUST-4677,SKU-1010,3,121.56,fulfilled
ORD-125381,2024-02-08,AMER,Web,CUST-3598,SKU-1010,2,121.66,cancelled
ORD-125382,2025-10-05,EMEA,Web,CUST-1072,SKU-1012,3,198.49,fulfilled
ORD-125383,2024-04-11,LATAM,Web,CUST-4995,SKU-1018,2,119.41,fulfilled
ORD-125384,2024-04-03,LATAM,Web,CUST-4954,SKU-1021,5,134.27,refunded
ORD-125385,2025-06-22,AMER,Wholesale,CUST-3834,SKU-1019,3,44.39,fulfilled
